시트,분류1,분류2,한글명,태그,NSFW,비고
태그동작1,얼굴,표정,무서운 표정,Scary_face,FALSE,
태그동작1,얼굴,표정,심각한 표정,Serious_face,FALSE,
태그동작1,얼굴,표정,부끄러운 표정,Shameful_face,FALSE,
태그동작1,얼굴,표정,졸린 표정,Sleepy_face,FALSE,
태그동작1,얼굴,표정,피곤한 표정,Tired_face,FALSE,
태그동작1,얼굴,표정,불안한 표정,Unstable_face,FALSE,
태그동작1,얼굴,표정,속상한 표정,Upset_face,FALSE,
태그동작1,얼굴,표정,억지 부리는 표정,Withdistaste_face,FALSE,
태그동작1,얼굴,표정,흥분한 표정,aroused_face,FALSE,
태그동작1,얼굴,표정,오만한 표정,arrogant_face,FALSE,
태그동작1,얼굴,표정,자비로운 표정,benevolent_face,FALSE,
태그동작1,얼굴,표정,해맑은 표정,bright_face,FALSE,
태그동작1,얼굴,표정,매혹한 표정,charmed_face,FALSE,
태그동작1,얼굴,표정,혼란한 표정,confused_face,FALSE,
태그동작1,얼굴,표정,우는 표정,crying_face,FALSE,
태그동작1,얼굴,표정,희망한 표정,desired_face,FALSE,
태그동작1,얼굴,표정,절망한 표정,despair_face,FALSE,
태그동작1,얼굴,표정,단호한 표정,determined_face,FALSE,
태그동작1,얼굴,표정,괴로운 표정,distressed_face,FALSE,
태그동작1,얼굴,표정,취한 표정,drunk_face,FALSE,
태그동작1,얼굴,표정,간절한 표정,earnest_face,FALSE,
태그동작1,얼굴,표정,느긋한 표정,easygoing_face,FALSE,
태그동작1,얼굴,표정,황홀한 표정,ecstasy_face,FALSE,
태그동작1,얼굴,표정,부러운 표정,envious_face,FALSE,
태그동작1,얼굴,표정,사악한 표정,evil_face,FALSE,
태그동작1,얼굴,표정,무표정한 표정,expression_face,FALSE,
태그동작1,얼굴,표정,질겁한표정,frightened_face,FALSE,
태그동작1,얼굴,표정,좌절한 표정,frustrated_face,FALSE,
태그동작1,얼굴,표정,상냥한 표정,gentle_face,FALSE,
태그동작1,얼굴,표정,생각한 표정,idea_face,FALSE,
태그동작1,얼굴,표정,짜증난 표정,irritating_face,FALSE,
태그동작1,얼굴,표정,즐거운 표정,joyful_face,FALSE,
태그동작1,얼굴,표정,한탄한 표정,lamented_face,FALSE,
태그동작1,얼굴,표정,비참한 표정,miserable_face,FALSE,
태그동작1,얼굴,표정,분노한 표정,outraged_face,FALSE,
태그동작1,얼굴,표정,창백한 표정,pale_face,FALSE,
태그동작1,얼굴,표정,한심한 표정,pathetic_face,FALSE,
태그동작1,얼굴,표정,잘난척한 표정,pretentious_face,FALSE,
태그동작1,얼굴,표정,신성한 표정,sacred_face,FALSE,
태그동작1,얼굴,표정,비웃는 표정,scoffing_face,FALSE,
태그동작1,얼굴,표정,경멸한 표정,scornful_face,FALSE,
태그동작1,얼굴,표정,유혹한 표정,seduced_face,FALSE,
태그동작1,얼굴,표정,웃는 표정,smiling_face,FALSE,
태그동작1,얼굴,표정,애달픈 표정,sorrowful_face,FALSE,
태그동작1,얼굴,표정,억눌린 표정,suppressed_face,FALSE,
태그동작1,얼굴,표정,놀란 표정,surprised_face,FALSE,
태그동작1,얼굴,표정,의심한 표정,suspicious_face,FALSE,
태그동작1,얼굴,표정,울먹이는 표정,tearful_face,FALSE,
태그동작1,얼굴,표정,감동한 표정,touched_face,FALSE,
태그동작1,얼굴,표정,붉히는 표정,turnred_face,FALSE,
태그동작1,얼굴,표정,억울한 표정,unfair_face,FALSE,
태그동작1,얼굴,표정,불행한 표정,unfortunate_face,FALSE,
태그동작1,얼굴,표정,걱정한 표정,worried_face,FALSE,
태그동작1,얼굴,화장하다,화장하다,applying_makeup,FALSE,
태그동작1,얼굴,화장하다,몸에 낙서하다,body_writing,FALSE,
태그동작1,얼굴,화장하다,다른 사람 얼굴에 낙서하다,drawing_on_another's_face,FALSE,
태그동작1,얼굴,화장하다,눈꼬리를 화장하다,eyeliner,FALSE,
태그동작1,얼굴,화장하다,눈꺼풀을 화장하다,eyeshadow,FALSE,
태그동작1,얼굴,화장하다,얼굴에 낙서하다,face_paint,FALSE,
태그동작1,얼굴,화장하다,입술을 부드럽게 화장하다,lip_balm,FALSE,
태그동작1,얼굴,화장하다,입술을 광택나게 화장하다,lipgloss,FALSE,
태그동작1,얼굴,화장하다,입술을 화장하다,lipstick,FALSE,
태그동작1,얼굴,화장하다,속눈썹을 화장하다,mascara,FALSE,
태그동작1,얼굴,화장하다,얼굴에 페인트가 튀다,paint_splatteron_face,FALSE,
태그동작1,얼굴,화장하다,뺨(볼)을 화장하다,rouge=(makeup),FALSE,
태그동작1,엉덩이,동작,엉덩이를 물다,ass_biting,FALSE,
태그동작1,엉덩이,동작,엉덩이가 커지다,ass_expansion,FALSE,
태그동작1,엉덩이,동작,엉덩이를 잡다,ass_grab,FALSE,
태그동작1,엉덩이,동작,엉덩이를 흔들다,ass_shake,FALSE,
태그동작1,엉덩이,동작,엉덩이를 덮다,covering_ass,FALSE,
태그동작1,엉덩이,동작,엉덩이를 더듬다,groping,FALSE,
태그동작1,입,깨물다,이빨로 엉덩이를 깨물다,ass_biting,FALSE,
태그동작1,입,깨물다,이빨로 깨물다,biting,FALSE,
태그동작1,입,깨물다,이빨로 혀를 깨물다,biting_tongue,FALSE,
태그동작1,입,깨물다,이빨로 가슴을 깨물다,breast_biting,FALSE,
태그동작1,입,깨물다,이빨로 뺨을 깨물다,cheek_biting,FALSE,
태그동작1,입,깨물다,이빨로 귀를 깨물다,ear_biting,FALSE,
태그동작1,입,깨물다,이빨로 손가락을 깨물다,finger_biting,FALSE,
태그동작1,입,깨물다,이빨로 포피를 깨물다,foreskin_biting,TRUE,
태그동작1,입,깨물다,이빨로 장갑을 깨물다,glove_biting,FALSE,
태그동작1,입,깨물다,이빨로 손을 깨물다,hand_biting,FALSE,
태그동작1,입,깨물다,이빨로 머리를 깨물다,head_biting,FALSE,
태그동작1,입,깨물다,이빨로 입술을 깨물다,lip_biting,FALSE,
태그동작1,입,깨물다,이빨로 손톱을 깨물다,nail_biting,FALSE,
태그동작1,입,깨물다,이빨로 자지를 깨물다,penis_biting,TRUE,
태그동작1,입,깨물다,이빨로 꼬리를 깨물다,tail_biting,FALSE,
태그동작1,입,깨물다,이빨로 엄지를 깨물다,thumb_biting,FALSE,
태그동작1,입,동작,입을 다물다,Closed_mouth,FALSE,
태그동작1,입,동작,입술을 핥다,Licking_lips,FALSE,
태그동작1,입,동작,입을 벌리다,Open_mouth,FALSE,
태그동작1,입,동작,입술이 갈라지다,Parted_lips,FALSE,
태그동작1,입,동작,입술을 오므리다,Puckered_lips,FALSE,
태그동작1,입,동작,입술을 내밀다,Pursed_lips,FALSE,
태그동작1,입,동작,입술을 벌리다,Spread_lips,FALSE,
태그동작1,입,먹다,피를 빨다,blood_sucking,FALSE,
태그동작1,입,먹다,씹다,chewing,FALSE,
태그동작1,입,먹다,먹다,eating,FALSE,
태그동작1,입,먹다,아이스크림을 빨다,popsicle_in_mouth,FALSE,
태그동작1,입,먹다,꼬리를 빨다,sucking_tail,FALSE,
태그동작1,입,먹다,삼키다,swallowing,FALSE,
태그동작1,입,먹다,시식하다,tasting,FALSE,
태그동작1,입,빨다,입으로 가슴을 빨다,breast_sucking,FALSE,
태그동작1,입,빨다,입으로 옷 위의 가슴을 빨다,breast_sucking_through_clothes,FALSE,
태그동작1,입,빨다,입으로 가슴을 양쪽에서 빨다,double_breast_sucking,FALSE,
태그동작1,입,빨다,입으로 손가락을 빨다,finger_sucking,FALSE,
태그동작1,입,빨다,입으로 서로 가슴을 빨다,mutual_breast_sucking,FALSE,
태그동작1,입,빨다,입으로 양쪽 젖꽂지를 빨다,sucking_both_nipples,TRUE,
태그동작1,입,빨다,입으로 가슴을 혼자서 다 빨다,sucking_on_multiple_breasts,FALSE,
태그동작1,입,빨다,입으로 고환을 빨다,testicle_sucking,TRUE,
태그동작1,입,빨다,입으로 발가락을 빨다,toe_sucking,FALSE,
태그동작1,입,키스하다,입에 공기를 넣으며 키스한다,Air_Cleaning_Kiss,FALSE,
태그동작1,입,키스하다,가볍게 키스한다,Bird_Kiss,FALSE,
태그동작1,입,키스하다,입술을 교차해 키스한다,Cross_Kiss,FALSE,
태그동작1,입,키스하다,혀를 깊숙히 넣어 키스한다,Deep_Kiss,FALSE,
태그동작1,입,키스하다,혀를 깨물며 키스한다,Eating_Kiss,FALSE,
태그동작1,입,키스하다,입술을 벌린 채 키스한다,French_Kiss,FALSE,
태그동작1,입,키스하다,입술을 깨물며 키스한다,Hamburger_Kiss,FALSE,
태그동작1,입,키스하다,혀를 받아들여 키스한다,Inside_Kiss,FALSE,
태그동작1,입,키스하다,입술을 밀착해 키스한다,Sliding_Kiss,FALSE,
태그동작1,입,키스하다,혀를 엮으며 키스한다,Tongue_Training_Kiss,FALSE,
태그동작1,입,키스하다,입술 전체를 덮어 키스한다,Wide_Space_Kiss,FALSE,
태그동작1,입,키스하다,혀를 비비며 키스한다,Wrestler_Kiss,FALSE,
태그동작1,입,키스하다,립스틱 자국을 항문에 새기다,lipstick_mark_on_anus,TRUE,
태그동작1,입,키스하다,립스틱 자국을 유륜에 새기다,lipstick_mark_on_areola,TRUE,
태그동작1,입,키스하다,립스틱 자국을 팔에 새기다,lipstick_mark_on_arm,FALSE,
태그동작1,입,키스하다,립스틱 자국을 엉덩이에 새기다,lipstick_mark_on_ass,FALSE,
태그동작1,입,키스하다,립스틱 자국을 가슴에 새기다,lipstick_mark_on_breast,FALSE,
태그동작1,입,키스하다,립스틱 자국을 가슴에 새기다,lipstick_mark_on_chest,FALSE,
태그동작1,입,키스하다,립스틱 자국을 가랑이에 새기다,lipstick_mark_on_crotch,FALSE,
태그동작1,입,키스하다,립스틱 자국을 다리에 새기다,lipstick_mark_on_leg,FALSE,
태그동작1,입,키스하다,립스틱 자국을 목에 새기다,lipstick_mark_on_neck,FALSE,
태그동작1,입,키스하다,립스틱 자국을 젖꼭지에 새기다,lipstick_mark_on_nipple,TRUE,
태그동작1,입,키스하다,립스틱 자국을 자지에 새긴다,lipstick_mark_on_penis,TRUE,
태그동작1,입,키스하다,립스틱 자국을 보지에 새기다,lipstick_mark_on_pussy,TRUE,
태그동작1,입,키스하다,립스틱 자국을 어깨에 새기다,lipstick_mark_on_shoulder,FALSE,
태그동작1,입,키스하다,립스틱 자국을 배에 새기다,lipstick_mark_on_stomach,FALSE,
태그동작1,입,키스하다,립스틱 자국을 고환에 새긴다,lipstick_mark_on_testicles,TRUE,
태그동작1,입,키스하다,립스틱 자국을 허벅지에 새기다,lipstick_mark_on_thighs,FALSE,
태그동작1,입,호흡하다,숨쉬다,breathing,FALSE,
태그동작1,입,호흡하다,거품을 풀다,bubble_blowing,FALSE,
태그동작1,입,호흡하다,기침한다,coughing,FALSE,
태그동작1,입,호흡하다,침을 흘리다,drooling,FALSE,
태그동작1,입,호흡하다,거칠게 숨쉬다,heavy_breathing_(panting),FALSE,
태그동작1,코,동작,냄새를 맡다,smelling,FALSE,
태그동작1,코,동작,옷의 냄새를 맡다,smelling_clothes,FALSE,
태그동작1,코,동작,팬티스타킹의 냄새를 맡다,smelling_pantyhose,FALSE,
태그동작1,코,동작,속옷의 냄새를 맡다,smelling_underwear,FALSE,
태그동작1,팔,동작,팔 한쪽을 뒤로 들다,arm_behind_back,FALSE,
태그동작1,팔,동작,팔을 머리 위로 들다,arm_behind_head,FALSE,
태그동작1,팔,동작,팔을 위로 들다,arm_up,FALSE,
태그동작1,팔,동작,팔 양쪽을 뒤로 들다,arms_behind_back,FALSE,
태그동작1,팔,동작,팔로 하트를 그리다,heart_arms,FALSE,
태그동작1,팔,잡는다,강제로 팔을 뒤로 잡는다,Arm_grab,FALSE,
태그동작1,팔,잡는다,강제로 목을 조르다,Choke_hold,FALSE,
태그동작1,팔,잡는다,강제로 다리를 잡는다,Leg_grab,FALSE,
태그동작1,팔,잡는다,강제로 끈으로 묶는다,Tied_up,FALSE,
태그동작1,팔,잡는다,강제로 손목을 잡다,holding_another's_wrist,FALSE,
태그동작1,팔,잡는다,강제로 등 뒤에서 목을 조르다,rear_naked_choke,FALSE,
태그동작1,팔,잡는다,팔로 강제로 잡는다,struggling,FALSE,
태그동작1,팔,잡는다,강제로 다리로 목을 조르다,triangle_choke,FALSE,
태그동작1,팔,잡는다,강제로 팔로 목을 조르다,triangle_choke,FALSE,
태그동작1,혀,동작,혀로 핥아먹다,licking_stomach,FALSE,
태그동작1,혀,동작,혀를 잡다,tongue_grab,FALSE,
태그동작1,혀,동작,혀를 내밀다,tongue_out,FALSE,
태그동작1,혀,핥다,혀로 핥다,licking,FALSE,
태그동작1,혀,핥다,혀로 팔을 핥다,licking_arm,FALSE,
태그동작1,혀,핥다,혀로 겨드랑이를 핥다,licking_armpit,FALSE,
태그동작1,혀,핥다,혀로 엉덩이를 핥다,licking_ass,FALSE,
태그동작1,혀,핥다,혀로 배를 핥다,licking_belly,FALSE,
태그동작1,혀,핥다,혀로 가슴을 핥다,licking_breast,FALSE,
태그동작1,혀,핥다,혀로 뺨을 핥다,licking_cheek,FALSE,
태그동작1,혀,핥다,혀로 쇄골을 핥다,licking_collarbone,FALSE,
태그동작1,혀,핥다,혀로 귀를 핥다,licking_ear,FALSE,
태그동작1,혀,핥다,혀로 얼굴을 핥다,licking_face,FALSE,
태그동작1,혀,핥다,혀로 손가락을 핥다,licking_finger,FALSE,
태그동작1,혀,핥다,혀로 발을 핥다,licking_foot,FALSE,
태그동작1,혀,핥다,혀로 손을 핥다,licking_hand,FALSE,
태그동작1,혀,핥다,혀로 엉덩이를 핥다,licking_hip,TRUE,
태그동작1,혀,핥다,혀로 다리를 핥다,licking_leg,FALSE,
태그동작1,혀,핥다,혀로 입술을 핥다,licking_lips,FALSE,
태그동작1,혀,핥다,혀로 배꼽을 핥다,licking_navel,FALSE,
태그동작1,혀,핥다,혀로 목을 핥다,licking_neck,FALSE,
태그동작1,혀,핥다,혀로 젖꼭지를 핥다,licking_nipple,FALSE,
태그동작1,혀,핥다,혀로 자지를 핥다,licking_penis,TRUE,
태그동작1,혀,핥다,혀로 고환을 핥다,licking_testicle,TRUE,
태그동작1,혀,핥다,혀로 허벅지를 핥다,licking_thigh,FALSE,
태그동작1,혀,핥다,혀로 발가락을 핥다,licking_toe,FALSE,
태그동작2,귀걸이,행동,귀걸이를 고치다,adjusting_earrings,FALSE,
태그동작2,넥타이,행동,넥타이를 잡다,necktie_grab,FALSE,
태그동작2,드레스,행동,드레스를 옆으로 넘기다,dress_aside,FALSE,
태그동작2,드레스,행동,드레스를 위로 올리다,dress_pull,FALSE,
태그동작2,드레스,행동,드레스를 아래로 내리다,dress_tug,FALSE,
태그동작2,마스크,행동,마스크를 들다,holding_mask,FALSE,
태그동작2,마스크,행동,마스크를 목에 걸다,mask_around_neck,FALSE,
태그동작2,마스크,행동,마스크를 위로 올리다,mask_lift,FALSE,
태그동작2,마스크,행동,마스크를 머리 위에 올리다,mask_on_head,FALSE,
태그동작2,마스크,행동,마스크를 눈 위에 올리다,mask_over_one_eye,FALSE,
태그동작2,마스크,행동,마스크를 아래로 당기다,mask_pull,FALSE,
태그동작2,마스크,행동,마스크를 벗었다,mask_removed,FALSE,
태그동작2,마스크,행동,마스크를 벗다,removing_mask,FALSE,
태그동작2,모자,행동,모자를 고치다,adjusting_headwear,FALSE,
태그동작2,모자,행동,모자를 거꾸로 쓰다,backwards_hat,FALSE,
태그동작2,모자,행동,모자를 손으로 잡다,hand_on_headwear,FALSE,
태그동작2,모자,행동,모자를 날리다,hat_loss,FALSE,
태그동작2,모자,행동,모자를 가슴 위에 올리다,hat_on_chest,FALSE,
태그동작2,모자,행동,모자를 눈 양쪽 위에 올리다,hat_over_eyes,FALSE,
태그동작2,모자,행동,모자를 눈 한쪽 위에 올리다,hat_over_one_eye,FALSE,
태그동작2,모자,행동,모자를 벗다,hat_removed,FALSE,
태그동작2,모자,행동,모자를 잡다,hat_tip,FALSE,
태그동작2,모자,행동,모자를 들다,holding_hat,FALSE,
태그동작2,모자,행동,모자를 씌우다,putting_on_headwear,FALSE,
태그동작2,모자,행동,모자를 옆으로 쓰다,sideways_hat,FALSE,
태그동작2,모자,행동,모자를 기울이다,tilted_headwear,FALSE,
태그동작2,모자,행동,모자를 찢었다,torn_hat,FALSE,
태그동작2,브래지어,행동,브래지어를 고치다,adjusting_bra,FALSE,
태그동작2,브래지어,행동,브래지어를 위로 올리다,bra_lift,FALSE,
태그동작2,브래지어,행동,브래지어를 엉덩이에 씌우다,bra_on_ass,FALSE,
태그동작2,브래지어,행동,브래지어를 머리에 씌우다,bra_on_head,FALSE,
태그동작2,브래지어,행동,브래지어를 벗었다,bra_pull,FALSE,
태그동작2,브래지어,행동,브래지어를 벗다,bra_removed,FALSE,
태그동작2,브래지어,행동,브래지어를 들다,holding_bra,FALSE,
태그동작2,브래지어,행동,브래지어를 입지 않다,no_bra,FALSE,
태그동작2,브래지어,행동,브래지어를 풀었다,open_bra,FALSE,
태그동작2,브래지어,행동,브래지어를 찢었다,torn_bra,FALSE,
태그동작2,상의,행동,셔츠를 내려 가슴 양쪽을 노출하다,breasts_out,FALSE,
태그동작2,상의,행동,망토를 위로 올렸다,cape_lift,FALSE,
태그동작2,상의,행동,셔츠의 옷깃을 잡았다,collar_grab,FALSE,
태그동작2,상의,행동,셔츠의 옷깃을 당기다,collar_tug,FALSE,
태그동작2,상의,행동,후드를 아래로 내리다,hood_down,FALSE,
태그동작2,상의,행동,셔츠를 내려 가슴 한쪽을 노출하다,one_breast_out,FALSE,
태그동작2,상의,행동,코트를 풀었다,open_coat,FALSE,
태그동작2,상의,행동,셔츠의 옷깃을 풀었다,open_collar,FALSE,
태그동작2,상의,행동,재킷를 풀었다,open_jacket,FALSE,
태그동작2,상의,행동,로브를 풀었다,open_robe,FALSE,
태그동작2,상의,행동,셔츠를 풀었다,open_shirt,FALSE,
태그동작2,상의,행동,가운을 옆으로 넘겼다,robe_slip,FALSE,
태그동작2,상의,행동,셔츠를 옆으로 넘기다,shirt_aside,FALSE,
태그동작2,상의,행동,셔츠를 위로 올렸다,shirt_lift,FALSE,
태그동작2,상의,행동,셔츠를 옆으로 당기다,shirt_pull,FALSE,
태그동작2,상의,행동,셔츠를 옆으로 내리다,shirt_slip,FALSE,
태그동작2,상의,행동,셔츠를 아래로 당기다,shirt_tug,FALSE,
태그동작2,상의,행동,셔츠의 끝을 위로 올려 묶다,sleeves_pushed_up,FALSE,
태그동작2,상의,행동,셔츠의 소매를 위로 올렸다,sleeves_rolled_up,FALSE,
태그동작2,상의,행동,셔츠의 끈을 위로 올린다,strap_lift,FALSE,
태그동작2,상의,행동,셔츠의 끈을 아래로 내리다,strap_slip,FALSE,
태그동작2,상의,행동,스웨터를 위로 올렸다,sweater_lift,FALSE,
태그동작2,수영복,행동,수영복을 고치다,adjusting_swimsuit,FALSE,
태그동작2,수영복,행동,수영복을 옆으로 넘기다,bikini_aside,FALSE,
태그동작2,수영복,행동,수영복을 하의만 입다,bikini_bottom_only,FALSE,
태그동작2,수영복,행동,수영복을 위로 올리다,bikini_lift,FALSE,
태그동작2,수영복,행동,수영복을 위로 당기다,bikini_pull,FALSE,
태그동작2,수영복,행동,수영복을 상의만 입다,bikini_top_only,FALSE,
태그동작2,수영복,행동,수영복을 풀었다,open_bikini,FALSE,
태그동작2,수영복,행동,수영복을 옆으로 넘기다,swimsuit_aside,FALSE,
태그동작2,수영복,행동,수영복 위로 옷을 입다,swimsuit_cover-up,FALSE,
태그동작2,수영복,행동,수영복을 위로 당기다,swimsuit_pull,FALSE,
태그동작2,수영복,행동,수영복을 옷 안에 입다,swimsuit_under_clothes,FALSE,
태그동작2,수영복,행동,수영복을 찢었다,torn_swimsuit,FALSE,
태그동작2,안경,행동,안경을 조정하다,adjusting_eyewear,FALSE,
태그동작2,안경,행동,안경을 기울이다,crooked_eyewear,FALSE,
태그동작2,안경,행동,안경을 옷 위에 걸다,eyewear_hang,FALSE,
태그동작2,안경,행동,안경을 입으로 물다,eyewear_in_mouth,FALSE,
태그동작2,안경,행동,안경을 머리 위에 올리다,eyewear_on_head,FALSE,
태그동작2,안경,행동,안경을 모자 위에 올리다,eyewear_on_headwear,FALSE,
태그동작2,안경,행동,안경을 벗었다,eyewear_removed,FALSE,
태그동작2,안경,행동,안경을 바꿔 끼다,eyewear_switch,FALSE,
태그동작2,안경,행동,안경을 끼고 본다,eyewear_view,FALSE,
태그동작2,안경,행동,안경을 살짝 위로 올린다,hand_on_eyewear,FALSE,
태그동작2,안경,행동,안경을 잡다,holding_eyewear,FALSE,
태그동작2,안경,행동,안경을 찾다,looking_for_glasses,FALSE,
태그동작2,안경,행동,안경을 끼고 엿본다,looking_over_eyewear,FALSE,
태그동작2,안경,행동,안경을 벗다,removing_eyewear,FALSE,
태그동작2,양말,행동,양말을 고치다,adjusting_legwear,FALSE,
태그동작2,양말,행동,양말을 들다,holding_legwear,FALSE,
태그동작2,양말,행동,양말이 다른 걸 입다,mismatched_legwear,FALSE,
태그동작2,양말,행동,팬티 스타킹을 내리다,pantyhose_pull,FALSE,
태그동작2,양말,행동,양말을 벗다,pulling_off_legwear,FALSE,
태그동작2,양말,행동,양말을 입다,putting_on_legwear,FALSE,
태그동작2,양말,행동,양말을 벗었다,removing_legwear,FALSE,
태그동작2,양말,행동,양말이 팽팽하다,taut_legwear,FALSE,
태그동작2,양말,행동,양말이 찢어졌다,torn_legwear,FALSE,
태그동작2,양말,행동,양말이 젖었다,wet_legwear,FALSE,
태그동작2,의상,행동,옷을 고치다,adjusting_clothes,FALSE,
태그동작2,의상,행동,옷을 하의만 입었다,bottomless,FALSE,
태그동작2,의상,행동,옷을 아래로 내리다,clothes_down,FALSE,
태그동작2,의상,행동,옷을 당기다,clothes_grab,FALSE,
태그동작2,의상,행동,옷을 옆으로 넘기다,clothing_aside,FALSE,
태그동작2,의상,행동,기모노를 위로 올리다,kimono_lift,FALSE,
태그동작2,의상,행동,기모노를 아래로 내리다,kimono_pull,FALSE,
태그동작2,의상,행동,레오타드를 옆으로 넘기다,leotard_aside,FALSE,
태그동작2,의상,행동,레오타드를 위로 당기다,leotard_pull,FALSE,
태그동작2,의상,행동,옷을 풀었다,open_clothes,FALSE,
태그동작2,의상,행동,옷을 옆으로 내리다,open_hoodie,FALSE,
태그동작2,의상,행동,기모노를 벗다,open_kimono,FALSE,
태그동작2,의상,행동,수건을 풀었다,open_towel,FALSE,
태그동작2,의상,행동,잠옷을 아래로 내렸다,pajamas_pull,FALSE,
태그동작2,의상,행동,옷을 상의만 입었다,topless,FALSE,
태그동작2,의상,행동,수건을 벗겨졌다,towel_slip,FALSE,
태그동작2,의상,행동,옷을 갈아 입는다,undressing,FALSE,
태그동작2,의상,행동,옷을 묶지 않았다,untied,FALSE,
태그동작2,의상,행동,옷을 풀린다,untying,FALSE,
태그동작2,의상,행동,옷의 지퍼를 풀다,unzipped,FALSE,
태그동작2,의상,행동,옷의 지퍼를 내리다,unzipping,FALSE,
태그동작2,의상,행동,옷의 물을 짜다,wringing_clothes,FALSE,
태그동작2,의상,행동,유카타를 위로 올리다,yukata_lift,FALSE,
태그동작2,팬티,행동,팬티를 고치다,adjusting_panties,FALSE,
태그동작2,팬티,행동,팬티를 손대다,hand_in_panties,FALSE,
태그동작2,팬티,행동,팬티를 들다,holding_panties,FALSE,
태그동작2,팬티,행동,팬티를 발목에 걸다,panties_around_ankles,FALSE,
태그동작2,팬티,행동,팬티를 다리에 걸다,panties_around_one_leg,FALSE,
태그동작2,팬티,행동,팬티를 옆으로 넘기다,panties_aside,FALSE,
태그동작2,팬티,행동,팬티를 입 안에 넣다,panties_in_mouth,FALSE,
태그동작2,팬티,행동,팬티를 가슴에 씌우다,panties_on_breasts,FALSE,
태그동작2,팬티,행동,팬티를 머리에 씌우다,panties_on_head,FALSE,
태그동작2,팬티,행동,팬티를 위로 올리다,panty_lift,FALSE,
태그동작2,팬티,행동,팬티를 아래로 내리다,panty_pull,FALSE,
태그동작2,하의,행동,브루마를 옆으로 넘기다,buruma_aside,FALSE,
태그동작2,하의,행동,브루마를 아래로 내렸다,buruma_pull,FALSE,
태그동작2,하의,행동,치마를 안에서 엿보다,extended_upskirt,FALSE,
태그동작2,하의,행동,하카마를 아래로 내리다,hakama_pull,FALSE,
태그동작2,하의,행동,바지를 풀었다,open_pants,FALSE,
태그동작2,하의,행동,반바지를 풀었다,open_shorts,FALSE,
태그동작2,하의,행동,치마를 풀었다,open_skirt,FALSE,
태그동작2,하의,행동,바지를 아래로 내렸다,pants_pull,FALSE,
태그동작2,하의,행동,반바지를 옆으로 넘기다,shorts_aside,FALSE,
태그동작2,하의,행동,반바지를 아래로 내리다,shorts_pull,FALSE,
태그동작2,하의,행동,치마를 발목에 걸었다,skirt_around_ankles,FALSE,
태그동작2,하의,행동,치마를 다리에 걸었다,skirt_around_one_leg,FALSE,
태그동작2,하의,행동,치마를 잡았다,skirt_grab,FALSE,
태그동작2,하의,행동,치마를 위로 올리다,skirt_lift,FALSE,
태그동작2,하의,행동,치마를 아래로 내리다,skirt_pull,FALSE,
태그동작2,하의,행동,치마를 아래로 당기다,skirt_tug,FALSE,
태그동작2,하의,행동,치마를 위로 올라갔다,upskirt,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 구걸하다,begging,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 끌고 가다,dragging,FALSE,
태그행동,동명사,동명사 ㄱ,무엇이 공중에 떠 있다,floating,FALSE,
태그행동,동명사,동명사 ㄱ,무엇이 공중을 날다,flying,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 개봉하다,opening,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 광택내다,polishing,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 고치다,repairing,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 굴리며 이동하다,rolling,FALSE,
태그행동,동명사,동명사 ㄱ,무엇이 가라앉다,sinking,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 그리다,sketching,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 건너뛰다,skipping,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 공부하다,studying,FALSE,
태그행동,동명사,동명사 ㄱ,무엇을 가르치다,teaching,FALSE,
태그행동,동명사,동명사 ㄴ,무엇을 눌러서 터뜨리다,crushing,FALSE,
태그행동,동명사,동명사 ㄴ,무엇을 녹이다,melting,FALSE,
태그행동,동명사,동명사 ㄷ,무엇이 떨어지는 걸 잡다,carrying,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 떨어뜨리다,dropping,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 들다,holding,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 던지다,pitching,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 당기다,pulling,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 때리다,punching,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 때리다 빠르게,rapidpunches,FALSE,
태그행동,동명사,동명사 ㄷ,무엇을 던지다,throwing,FALSE,
태그행동,동명사,동명사 ㅁ,무엇을 모아 담다,cupping,FALSE,
태그행동,동명사,동명사 ㅁ,무엇을 무기로 조준하다,pointing_weapon,FALSE,
태그행동,동명사,동명사 ㅂ,무엇이 빛난다,glowing,FALSE,
태그행동,동명사,동명사 ㅂ,무엇이 부화하다,hatching,FALSE,
태그행동,동명사,동명사 ㅂ,무엇을 보호하다,protecting,FALSE,
태그행동,동명사,동명사 ㅂ,무엇을 빨다,sucking,FALSE,
태그행동,동명사,동명사 ㅂ,무엇을 벗기다,unsheathing,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 설거지하다,dishwashing,FALSE,
