시트,분류1,분류2,한글명,태그,NSFW,비고
태그행동,동명사,동명사 ㅅ,무엇을 선물하다,giving,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 숨기다,hiding,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 상상하다,imagining,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 쓰다듬다,patting,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 상처 입힌다,scratching,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 사다,shopping,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 소환하다,summoning,FALSE,
태그행동,동명사,동명사 ㅅ,무엇을 생각하다,thinking,FALSE,
태그행동,동명사,동명사 ㅇ,무엇이 요동친다,bouncing,FALSE,
태그행동,동명사,동명사 ㅇ,무엇이 요동친다,bouncingbreasts,FALSE,
태그행동,동명사,동명사 ㅇ,무엇이 회전하다,spinning,FALSE,
태그행동,동명사,동명사 ㅇ,무엇을 응시하다,staring,FALSE,
태그행동,동명사,동명사 ㅈ,무엇을 조준하다,aiming,FALSE,
태그행동,동명사,동명사 ㅈ,무엇을 자르다,cutting,FALSE,
태그행동,동명사,동명사 ㅈ,무엇을 저글링하다,juggling,FALSE,
태그행동,동명사,동명사 ㅈ,무엇을 찌르다,poking,FALSE,
태그행동,동명사,동명사 ㅈ,무엇을 찢다,ripping,FALSE,
태그행동,동명사,동명사 ㅈ,무엇을 제모하다,shaving,FALSE,
태그행동,동명사,동명사 ㅊ,무엇을 총구로 조준하다,at_gunpoint,FALSE,
태그행동,동명사,동명사 ㅊ,무엇을 청소하다,cleaning,FALSE,
태그행동,동명사,동명사 ㅊ,무엇을 치유하다,healing,FALSE,
태그행동,동명사,동명사 ㅌ,무엇을 타다,riding,FALSE,
태그행동,동명사,동명사 ㅌ,무엇을 테이프로 감다,tapping,FALSE,
태그행동,동명사,동명사 ㅍ,무엇을 파괴하다,breaking,FALSE,
태그행동,동명사,동명사 ㅎ,무엇을 회피하다,dodging,FALSE,
태그행동,동명사,동명사 ㅎ,무엇을 한쪽으로 밀다,pushing,FALSE,
태그행동,동명사,동명사 ㅎ,무엇을 흔들다,shaking,FALSE,
태그행동,동명사,동명사 ㅎ,무엇을 휘둘러 베다,slashing,FALSE,
태그행동,동명사,동명사 ㅎ,무엇을 흘리다,spilling,FALSE,
태그행동,동명사,동명사 ㅎ,무엇을 휘젓다,whisking,FALSE,
태그행동,동사,동사 ㄱ,누군가 균형잡다,balancing,FALSE,
태그행동,동사,동사 ㄱ,누구를 껴안다,cuddling,FALSE,
태그행동,동사,동사 ㄱ,누군가 기저귀를 갈다,diaperchanging,FALSE,
태그행동,동사,동사 ㄱ,누군가 꿈꾸다,dreaming,FALSE,
태그행동,동사,동사 ㄱ,누군가 곧 죽다,dying,FALSE,
태그행동,동사,동사 ㄱ,누구의 귀를 청소하다,earcleaning,FALSE,
태그행동,동사,동사 ㄱ,누군가 꽃에 물을 주다,gardening,FALSE,
태그행동,동사,동사 ㄱ,누군가 기도하다,praying,FALSE,
태그행동,동사,동사 ㄱ,누군가 감동하다,touching,FALSE,
태그행동,동사,동사 ㄱ,누군가 구토하다,vomiting,FALSE,
태그행동,동사,동사 ㄱ,누군가 귓가에 속삭이다,whispering,FALSE,
태그행동,동사,동사 ㄴ,누군가 눈을 깜빡이다,blinking,FALSE,
태그행동,동사,동사 ㄴ,누군가 네 발로 걷다,crawling,FALSE,
태그행동,동사,동사 ㄴ,누군가 날개를 펄럭이다,flapping,FALSE,
태그행동,동사,동사 ㄴ,누군가 노크하다,knocking,FALSE,
태그행동,동사,동사 ㄴ,누군가 내려오다,landing,FALSE,
태그행동,동사,동사 ㄴ,누군가 놀다,playing,FALSE,
태그행동,동사,동사 ㄴ,누군가 노래하다,singing,FALSE,
태그행동,동사,동사 ㄷ,누군가 등반하다,climbing,FALSE,
태그행동,동사,동사 ㄷ,누군가 땅을 파다,digging,FALSE,
태그행동,동사,동사 ㄷ,누군가 도망치다,fleeing,FALSE,
태그행동,동사,동사 ㄷ,누구를 때리다,hitting,FALSE,
태그행동,동사,동사 ㄷ,누구를 뒤에서 껴안다,hugfrombehind,FALSE,
태그행동,동사,동사 ㄷ,누구를 따라하다,imitating,FALSE,
태그행동,동사,동사 ㄷ,누군가 도주하다,running,FALSE,
태그행동,동사,동사 ㄷ,누군가 담배를 피다,smoking,FALSE,
태그행동,동사,동사 ㄷ,누구를 도발하다,trolling,FALSE,
태그행동,동사,동사 ㄷ,누군가 대기하다,waiting,FALSE,
태그행동,동사,동사 ㄹ,누군가 로프를 타고 내려온다,rappelling,FALSE,
태그행동,동사,동사 ㅁ,누군가 목욕하다,bathing,FALSE,
태그행동,동사,동사 ㅁ,누구를 말리다,blocking,FALSE,
태그행동,동사,동사 ㅁ,누군가 무릎꿇고 인사하다,bowing,FALSE,
태그행동,동사,동사 ㅁ,누군가 모유를 수유하다,breastfeeding,FALSE,
태그행동,동사,동사 ㅁ,누구를 매달다,catching,FALSE,
태그행동,동사,동사 ㅁ,누군가 옷을 입고 목욕하다,clothedbath,FALSE,
태그행동,동사,동사 ㅁ,누군가 몸을 웅크리다,cowering,FALSE,
태그행동,동사,동사 ㅁ,누군가 물을 높게 잔에 붓다,decantering,FALSE,
태그행동,동사,동사 ㅁ,누군가 물 속에 다이빙하다,diving=(differentfromdive),FALSE,
태그행동,동사,동사 ㅁ,누군가 몸을 말리다,drying,FALSE,
태그행동,동사,동사 ㅁ,누군가 무릎을 꿇다,kneeing,FALSE,
태그행동,동사,동사 ㅁ,누구의 마음을 읽다,mindreading,FALSE,
태그행동,동사,동사 ㅁ,누군가 목욕을 같이 한다,mixedbathing,FALSE,
태그행동,동사,동사 ㅁ,누군가 물을 잔에 붓다,pouring,FALSE,
태그행동,동사,동사 ㅁ,누군가 매우 저항하다,resisting,FALSE,
태그행동,동사,동사 ㅁ,누군가 매다 목도리를 매다,scarftying,FALSE,
태그행동,동사,동사 ㅁ,누군가 목욕하며 거품을 쓰다,shampoo,FALSE,
태그행동,동사,동사 ㅁ,누군가 목욕을 함께 한다,sharedbathing,FALSE,
태그행동,동사,동사 ㅁ,누구의 무릎을 껴안다,sittingonlap,FALSE,
태그행동,동사,동사 ㅁ,누군가 미끄러지다,slipping,FALSE,
태그행동,동사,동사 ㅁ,누군가 목욕하며 비누를 쓰다,soap,FALSE,
태그행동,동사,동사 ㅁ,누군가 물이 몸에 튀다,splashing,FALSE,
태그행동,동사,동사 ㅁ,누군가 물을 분출하다,squirtingliquid,FALSE,
태그행동,동사,동사 ㅁ,누군가 목을 조르다,strangling,FALSE,
태그행동,동사,동사 ㅁ,누군가 문자 메시지를 보내다,textmessaging,FALSE,
태그행동,동사,동사 ㅁ,누군가 몸을 떨다,trembling,FALSE,
태그행동,동사,동사 ㅁ,누군가 매다 장식을 매다,tying,FALSE,
태그행동,동사,동사 ㅁ,누군가 매다 끈을 풀다,untying,FALSE,
태그행동,동사,동사 ㅁ,누군가 물을 넘어가다,wading,FALSE,
태그행동,동사,동사 ㅁ,누군가 물을 뿌리다,watering,FALSE,
태그행동,동사,동사 ㅅ,누군가 사과하다,apologizing,FALSE,
태그행동,동사,동사 ㅅ,누구와 실수로 부딪힌다,bumping,FALSE,
태그행동,동사,동사 ㅅ,누군가 술을 마시다,drinking,FALSE,
태그행동,동사,동사 ㅅ,누군가 결투하다,duel,FALSE,
태그행동,동사,동사 ㅅ,누군가 소리를 엿듣다,eavesdropping,FALSE,
태그행동,동사,동사 ㅅ,누군가 싸우다,fighting,FALSE,
태그행동,동사,동사 ㅅ,누군가 숨죽여 웃다,giggling,FALSE,
태그행동,동사,동사 ㅅ,누군가 신음하다,moaning,FALSE,
태그행동,동사,동사 ㅅ,누군가 베개로 싸운다,pillow_fight,FALSE,
태그행동,동사,동사 ㅅ,누군가 소리를 크게 낸다,screaming,FALSE,
태그행동,동사,동사 ㅅ,누군가 소리를 크게 외치다,shouting,FALSE,
태그행동,동사,동사 ㅅ,누군가 슬라이딩하다,sliding,FALSE,
태그행동,동사,동사 ㅅ,누군가 눈으로 싸운다,snowball_fight,FALSE,
태그행동,동사,동사 ㅅ,누군가 사람을 쌓다,stacking,FALSE,
태그행동,동사,동사 ㅇ,누군가 안절부절하다,_fidgeting,FALSE,
태그행동,동사,동사 ㅇ,누군가 음식(빵)을 만들다,baking,FALSE,
태그행동,동사,동사 ㅇ,누구를 응원하다,cheering,FALSE,
태그행동,동사,동사 ㅇ,누군가 음식(초콜렛)을 만들다,chocolatemaking,FALSE,
태그행동,동사,동사 ㅇ,누구를 위로하다,comforting,FALSE,
태그행동,동사,동사 ㅇ,누군가 음식을 요리하다,cooking,FALSE,
태그행동,동사,동사 ㅇ,누군가 옷을 입다,dressing,FALSE,
태그행동,동사,동사 ㅇ,누군가 운전하다,driving,FALSE,
태그행동,동사,동사 ㅇ,누군가 어리광을 부리다,flailing,FALSE,
태그행동,동사,동사 ㅇ,누구를 유혹하다,flirting,FALSE,
태그행동,동사,동사 ㅇ,누군가 옷을 강제로 입히다,forceddressing,FALSE,
태그행동,동사,동사 ㅇ,누군가 웃다,laughing,FALSE,
태그행동,동사,동사 ㅇ,누구를 위협하다,roaring,FALSE,
태그행동,동사,동사 ㅇ,누군가 음식을 데우다,roasting,FALSE,
태그행동,동사,동사 ㅇ,누군가 엉덩이를 때리다,spanking,FALSE,
태그행동,동사,동사 ㅇ,누군가 음식을 휘젓다,stirring,FALSE,
태그행동,동사,동사 ㅇ,누군가 얼굴을 찡그리다,sulking,FALSE,
태그행동,동사,동사 ㅇ,누군가 일광욕하다,sunbathing,FALSE,
태그행동,동사,동사 ㅇ,누군가 옷을 벗고 있다,undressing,FALSE,
태그행동,동사,동사 ㅇ,누군가 일하고 있다,working,FALSE,
태그행동,동사,동사 ㅇ,누군가 옷을 짜내다,wringing,FALSE,
태그행동,동사,동사 ㅈ,누구를 쫓다,chasing,FALSE,
태그행동,동사,동사 ㅈ,누군가 집중하다,concentrating,FALSE,
태그행동,동사,동사 ㅈ,누군가 약하게 점프하다,hopping,FALSE,
태그행동,동사,동사 ㅈ,누군가 점프하다,jumping,FALSE,
태그행동,동사,동사 ㅈ,누군가 강하게 점프하다,pouncing,FALSE,
태그행동,동사,동사 ㅈ,누군가 주위를 둘러본다,searching,FALSE,
태그행동,동사,동사 ㅈ,누구를 조용히 시키다,shushing,FALSE,
태그행동,동사,동사 ㅈ,누군가 재채기하다,sneezing,FALSE,
태그행동,동사,동사 ㅈ,누군가 지퍼를 풀고 있다,unzipping,FALSE,
태그행동,동사,동사 ㅈ,누군가 지퍼를 위로 당기다,zipping,FALSE,
태그행동,동사,동사 ㅊ,누군가 춤추다,dancing,FALSE,
태그행동,동사,동사 ㅊ,누군가 총을 쏘다,firing,FALSE,
태그행동,동사,동사 ㅊ,누군가 착륙 준비하다,launching,FALSE,
태그행동,동사,동사 ㅊ,누군가 총을 쏘자 빛나다,muzzleflash,FALSE,
태그행동,동사,동사 ㅊ,누군가 춤추며 봉을 타다,poledancing,FALSE,
태그행동,동사,동사 ㅊ,누군가 책을 읽다,reading,FALSE,
태그행동,동사,동사 ㅊ,누군가 총을 재장전하다,reloading,FALSE,
태그행동,동사,동사 ㅊ,누군가 침을 뱉다,spitting,FALSE,
태그행동,동사,동사 ㅊ,누구를 채찍찔하다,whipping,FALSE,
태그행동,동사,동사 ㅋ,누군가 코를 파다,nosepicking,FALSE,
태그행동,동사,동사 ㅌ,누군가 턱을 쓰다듬다,strokingownchin,FALSE,
태그행동,동사,동사 ㅍ,누구를 팔꿈치로 때리다,elbowing,FALSE,
태그행동,동사,동사 ㅍ,누군가 펜을 회전하다,penspinning,FALSE,
태그행동,동사,동사 ㅍ,누군가 팔을 흔들다 인사하다,waving,FALSE,
태그행동,동사,동사 ㅎ,누군가에게 음식을 권하다,feeding,FALSE,
태그행동,동사,동사 ㅎ,누군가를 쓰다듬다,peeing,FALSE,
태그행동,동사,동사 ㅎ,누군가 하강하다,reaching,FALSE,
태그행동,동사,동사 ㅎ,누군가 휴식하다,resting,FALSE,
태그행동,동사,동사 ㅎ,누군가 흙먼지를 쓸다,sweeping,FALSE,
태그행동,동사,동사 ㅎ,누군가 휘파람을 불다,whistling,FALSE,
태그섹스,도구,개그,볼 개그,ball_gag,TRUE,
태그섹스,도구,개그,막대 개그,bit_gag,TRUE,
태그섹스,도구,개그,밧줄 개그,cleave_gag,TRUE,
태그섹스,도구,개그,딜도 개그,dildo_gag,TRUE,
태그섹스,도구,개그,개그,gag,TRUE,
태그섹스,도구,개그,팬티 개그,panty_gag,TRUE,
태그섹스,도구,개그,플러그 개그,plug_gag,TRUE,
태그섹스,도구,개그,고리형 개그,ring_gag,TRUE,
태그섹스,도구,개그,테이프 개그,tape_gag,TRUE,
태그섹스,도구,구속,눈가리개,blindfold,TRUE,
태그섹스,도구,구속,속박 복장,bondage_outfit,TRUE,
태그섹스,도구,구속,가랑이 밧줄,crotch_rope,TRUE,
태그섹스,도구,구속,수갑,cuffs,TRUE,
태그섹스,도구,구속,수갑,handcuffs,TRUE,
태그섹스,도구,구속,족쇄,shackles,TRUE,
태그섹스,도구,성기,항문 구슬,anal_beads,TRUE,
태그섹스,도구,성기,항문 꼬리,anal_tail,TRUE,
태그섹스,도구,성기,유륜 피어싱,areola_piercing,TRUE,
태그섹스,도구,성기,가슴 패드,breast_padding,TRUE,
태그섹스,도구,성기,엉덩이 플러그,butt_plug,TRUE,
태그섹스,도구,성기,엉덩이 플러그 꼬리,butt_plug_tail,TRUE,
태그섹스,도구,성기,음핵을 묶는 사슬,clitoris_chain,TRUE,
태그섹스,도구,성기,음핵을 묶는 끈,clitoris_leash,TRUE,
태그섹스,도구,성기,음핵 피어싱,clitoris_piercing,TRUE,
태그섹스,도구,성기,음핵을 묶는 리본,clitoris_ribbon,TRUE,
태그섹스,도구,성기,음핵을 묶는 고리,clitoris_ring,TRUE,
태그섹스,도구,성기,음핵을 묶는 끈,clitoris_tied,TRUE,
태그섹스,도구,성기,콘돔,condom,TRUE,
태그섹스,도구,성기,콘돔 풍선,condom_balloon,TRUE,
태그섹스,도구,성기,콘돔 벨트,condom_belt,TRUE,
태그섹스,도구,성기,콘돔 상자,condom_box,TRUE,
태그섹스,도구,성기,콘돔 묶음,condom_packet_strip,TRUE,
태그섹스,도구,성기,콘돔 포장지,condom_wrapper,TRUE,
태그섹스,도구,성기,젖꼭지 피어싱,nipple_bar,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 종,nipple_bells,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 사슬,nipple_chain,TRUE,
태그섹스,도구,성기,젖꽂기를 묶는 집게,nipple_clamps,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 끈,nipple_leash,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 자물쇠,nipple_lock,TRUE,
태그섹스,도구,성기,젖꼭지 패치,nipple_patch,TRUE,
태그섹스,도구,성기,젖꼭지 피어싱,nipple_piercing,TRUE,
태그섹스,도구,성기,젖꼭지 플러그,nipple_plug,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 리본,nipple_ribbon,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 고리,nipple_rings,TRUE,
태그섹스,도구,성기,젖꼭지를 묶는 끈,nipple_sleeves,TRUE,
태그섹스,도구,액체,최음제,aphrodisiac,TRUE,
태그섹스,도구,액체,로션,lotion,TRUE,
태그섹스,도구,액체,로션병,lotion_bottle,TRUE,
태그섹스,도구,액체,윤활유,lube,TRUE,
태그섹스,도구,자위,인공 보지,artificial_vagina,TRUE,
태그섹스,도구,자위,음핵 바이브레이터,bunny_vibrator,TRUE,
태그섹스,도구,자위,착용 바이브레이터,butterfly_vibrator,TRUE,
태그섹스,도구,자위,딜도,dildo,TRUE,
태그섹스,도구,자위,용 모양 딜도,dragon_dildo,TRUE,
태그섹스,도구,자위,구형 바이브레이터,egg_vibrator,TRUE,
태그섹스,도구,자위,전기 음핵 바이브레이터,hitachi_magic_wand,TRUE,
태그섹스,도구,자위,말 모양 딜도,horse_dildo,TRUE,
태그섹스,도구,자위,큰 딜도,huge_dildo,TRUE,
태그섹스,도구,자위,원격 제어 바이브레이터,remote_control_vibrator,TRUE,
태그섹스,도구,자위,승마 기계,riding_machine,TRUE,
태그섹스,도구,자위,섹스 기계,sex_machine,TRUE,
태그섹스,도구,자위,스파이크 딜도,spiked_dildo,TRUE,
태그섹스,도구,자위,착용하는 딜도,strap-on,TRUE,
태그섹스,도구,자위,부착하는 딜도,suction_cup_dildo,TRUE,
태그섹스,도구,자위,승차 기계,sybian,TRUE,
태그섹스,도구,자위,인공 보지,tenga,TRUE,
태그섹스,도구,자위,매우 많은 자위 도구,too_many_sex_toys,TRUE,
태그섹스,도구,자위,바이브레이터,vibrator,TRUE,
태그섹스,보지,모양,음모가 많다,excessive_pubic_hair,TRUE,
태그섹스,보지,모양,음핵이 크다,huge_clitoris,TRUE,
태그섹스,보지,모양,보지가 매우 넓다,huge_pussy,TRUE,
태그섹스,보지,모양,보지가 넓다,large_pussy,TRUE,
태그섹스,보지,모양,보지가 좁다,small_pussy,TRUE,
태그섹스,보지,모양,음모가 적다,sparse_pubic_hair,TRUE,
태그섹스,보지,모양,음핵이 작다,tiny_clitoris,TRUE,
태그섹스,보지,특징,보지의 틈이 보인다,cleft_of_venus,TRUE,
태그섹스,보지,특징,음핵이 빠져나왔다,clitoris_slip,TRUE,
태그섹스,보지,특징,음모가 착색되다,colored_pubic_hair,TRUE,
태그섹스,보지,특징,음핵이 발기했다,erect_clitoris,TRUE,
태그섹스,보지,특징,애액이 흥건하다,excessive_pussy_juice,TRUE,
태그섹스,보지,특징,보지가 통통하다,fat_mons,TRUE,
태그섹스,보지,특징,음모가 난잡하다,mismatched_pubic_hair,TRUE,
태그섹스,보지,특징,애액이 옷 위로 스며들다,pussy_juice_drip_through_clothes,TRUE,
